Date : 2023-10-19 11:07:50
Directory : /Users/imogen/Desktop/herdtools7
Total : 1604 files,  150632 codes, 24957 comments, 24104 blanks, all 199693 lines

Languages
+-----------------+------------+------------+------------+------------+------------+
| language        | files      | code       | comment    | blank      | total      |
| /Users/imogen/Desktop/herdtools7/herd/libdir/all.cfg                                           | Properties      |         18 |          0 |          1 |         19 |
| /Users/imogen/Desktop/herdtools7/herd/libdir/apoil.cfg                                         | Properties      |          4 |          4 |          1 |          9 |
| /Users/imogen/Desktop/herdtools7/herd/libdir/asl-pseudocode/Makefile                           | Makefile        |         39 |          1 |         14 |         54 |
| /Users/imogen/Desktop/herdtools7/herd/libdir/asl-pseudocode/bundler.py                         | Python          |        171 |         31 |         48 |        250 |
| /Users/imogen/Desktop/herdtools7/herd/libdir/cpp11.cfg                                         | Properties      |         28 |          1 |          1 |         30 |
| /Users/imogen/Desktop/herdtools7/herd/libdir/deps.cfg                                          | Properties      |         15 |          0 |          1 |         16 |
| /Users/imogen/Desktop/herdtools7/herd/libdir/enslip.cfg                                        | Properties      |          2 |          0 |          1 |          3 |
| /Users/imogen/Desktop/herdtools7/herd/libdir/kernel.cfg                                        | Properties      |         22 |          0 |          1 |         23 |
| /Users/imogen/Desktop/herdtools7/herd/libdir/web.cfg                                           | Properties      |         13 |          0 |          1 |         14 |
| /Users/imogen/Desktop/herdtools7/herd/loader.ml                                                | OCaml           |         96 |         18 |         16 |        130 |
| /Users/imogen/Desktop/herdtools7/herd/loader.mli                                               | OCaml Interface |         12 |         16 |          5 |         33 |
| /Users/imogen/Desktop/herdtools7/herd/machAction.ml                                            | OCaml           |        564 |         37 |         99 |        700 |
| /Users/imogen/Desktop/herdtools7/herd/machModelChecker.ml                                      | OCaml           |        595 |         37 |         22 |        654 |
| /Users/imogen/Desktop/herdtools7/herd/mem.ml                                                   | OCaml           |      1,667 |        228 |        191 |      2,086 |
| /Users/imogen/Desktop/herdtools7/herd/memUtils.ml                                              | OCaml           |        422 |         62 |         77 |        561 |
| /Users/imogen/Desktop/herdtools7/herd/memUtils.mli                                             | OCaml Interface |         59 |         64 |         29 |        152 |
| /Users/imogen/Desktop/herdtools7/herd/model.ml                                                 | OCaml           |         76 |         18 |         17 |        111 |
| /Users/imogen/Desktop/herdtools7/herd/model.mli                                                | OCaml Interface |         31 |         19 |         11 |         61 |
| /Users/imogen/Desktop/herdtools7/herd/modelUtils.ml                                            | OCaml           |        184 |         31 |         19 |        234 |
| /Users/imogen/Desktop/herdtools7/herd/modelUtils.mli                                           | OCaml Interface |         18 |         26 |         13 |         57 |
| /Users/imogen/Desktop/herdtools7/herd/monad.mli                                                | OCaml Interface |        168 |         96 |         64 |        328 |
| /Users/imogen/Desktop/herdtools7/herd/noLevelNorTLBI.ml                                        | OCaml           |          9 |         15 |          7 |         31 |
| /Users/imogen/Desktop/herdtools7/herd/noLevelNorTLBI.mli                                       | OCaml Interface |          9 |         16 |          4 |         29 |
| /Users/imogen/Desktop/herdtools7/herd/noSemEnv.ml                                              | OCaml           |          3 |         16 |          5 |         24 |
| /Users/imogen/Desktop/herdtools7/herd/noSemEnv.mli                                             | OCaml Interface |          3 |         19 |          5 |         27 |
| /Users/imogen/Desktop/herdtools7/herd/optAce.ml                                                | OCaml           |         11 |         15 |          5 |         31 |
| /Users/imogen/Desktop/herdtools7/herd/optAce.mli                                               | OCaml Interface |          4 |         16 |          6 |         26 |
| /Users/imogen/Desktop/herdtools7/herd/opts.ml                                                  | OCaml           |        134 |         21 |         14 |        169 |
| /Users/imogen/Desktop/herdtools7/herd/opts.mli                                                 | OCaml Interface |        113 |         20 |          8 |        141 |
| /Users/imogen/Desktop/herdtools7/herd/parseTest.ml                                             | OCaml           |        112 |         32 |         11 |        155 |
| /Users/imogen/Desktop/herdtools7/herd/parseTest.mli                                            | OCaml Interface |          5 |         16 |          3 |         24 |
| /Users/imogen/Desktop/herdtools7/herd/partition.ml                                             | OCaml           |         47 |         22 |         22 |         91 |
| /Users/imogen/Desktop/herdtools7/herd/partition.mli                                            | OCaml Interface |          9 |         19 |          6 |         34 |
| /Users/imogen/Desktop/herdtools7/herd/prettyConf.ml                                            | OCaml           |        124 |         19 |         22 |        165 |
| /Users/imogen/Desktop/herdtools7/herd/prettyConf.mli                                           | OCaml Interface |         89 |         21 |         14 |        124 |
| /Users/imogen/Desktop/herdtools7/herd/prettyUtils.ml                                           | OCaml           |         84 |         16 |         10 |        110 |
| /Users/imogen/Desktop/herdtools7/herd/prettyUtils.mli                                          | OCaml Interface |          7 |         20 |          7 |         34 |
| /Users/imogen/Desktop/herdtools7/herd/pteValSets.ml                                            | OCaml           |          4 |         15 |          2 |         21 |
| /Users/imogen/Desktop/herdtools7/herd/rc11.ml                                                  | OCaml           |        132 |          5 |         31 |        168 |
| /Users/imogen/Desktop/herdtools7/herd/restrict.ml                                              | OCaml           |         13 |         16 |          6 |         35 |
| /Users/imogen/Desktop/herdtools7/herd/restrict.mli                                             | OCaml Interface |          4 |         16 |          5 |         25 |
| /Users/imogen/Desktop/herdtools7/herd/runTest.ml                                               | OCaml           |         69 |         20 |          5 |         94 |
| /Users/imogen/Desktop/herdtools7/herd/runTest.mli                                              | OCaml Interface |         37 |         16 |          6 |         59 |
| /Users/imogen/Desktop/herdtools7/herd/sem.mli                                                  | OCaml Interface |         13 |         19 |          5 |         37 |
| /Users/imogen/Desktop/herdtools7/herd/semExtra.ml                                              | OCaml           |        354 |         68 |         90 |        512 |
| /Users/imogen/Desktop/herdtools7/herd/show.ml                                                  | OCaml           |         57 |         18 |         14 |         89 |
| /Users/imogen/Desktop/herdtools7/herd/show.mli                                                 | OCaml Interface |          7 |         18 |          5 |         30 |
| /Users/imogen/Desktop/herdtools7/herd/slrc11.ml                                                | OCaml           |        746 |         36 |        115 |        897 |
| /Users/imogen/Desktop/herdtools7/herd/speed.ml                                                 | OCaml           |         11 |         15 |          5 |         31 |
| /Users/imogen/Desktop/herdtools7/herd/speed.mli                                                | OCaml Interface |          4 |         16 |          6 |         26 |
| /Users/imogen/Desktop/herdtools7/herd/splines.ml                                               | OCaml           |         19 |         15 |          5 |         39 |
| /Users/imogen/Desktop/herdtools7/herd/splines.mli                                              | OCaml Interface |          4 |         16 |          6 |         26 |
| /Users/imogen/Desktop/herdtools7/herd/test_herd.ml                                             | OCaml           |        186 |         31 |         29 |        246 |
| /Users/imogen/Desktop/herdtools7/herd/test_herd.mli                                            | OCaml Interface |         60 |         17 |         13 |         90 |
| /Users/imogen/Desktop/herdtools7/herd/tests/diycross/AArch64.MTE/MTE.cfg                       | Properties      |         24 |          1 |          2 |         27 |
| /Users/imogen/Desktop/herdtools7/herd/tests/diycross/AArch64.mixed.strict/mixed.cfg            | Properties      |         12 |          0 |          1 |         13 |
| /Users/imogen/Desktop/herdtools7/herd/tests/diycross/AArch64.mixed.v32/mixed.cfg               | Properties      |         12 |          0 |          1 |         13 |
| /Users/imogen/Desktop/herdtools7/herd/tests/diycross/AArch64.mixed/mixed.cfg                   | Properties      |         12 |          0 |          1 |         13 |
| /Users/imogen/Desktop/herdtools7/herd/tests/instructions/AArch32/aarch32.cfg                   | Properties      |          1 |          0 |          1 |          2 |
| /Users/imogen/Desktop/herdtools7/herd/tests/instructions/AArch64.ASL/asl.cfg                   | Properties      |          1 |          0 |          1 |          2 |
| /Users/imogen/Desktop/herdtools7/herd/tests/instructions/AArch64.MTE/mte.cfg                   | Properties      |          1 |          0 |          1 |          2 |
| /Users/imogen/Desktop/herdtools7/herd/tests/instructions/AArch64.kvm/kvm.cfg                   | Properties      |          1 |          0 |          2 |          3 |
| /Users/imogen/Desktop/herdtools7/herd/tests/instructions/AArch64.mixed/mixed.cfg               | Properties      |          2 |          0 |          1 |          3 |
| /Users/imogen/Desktop/herdtools7/herd/tests/instructions/AArch64.self/self.cfg                 | Properties      |          3 |          0 |          1 |          4 |
| /Users/imogen/Desktop/herdtools7/herd/tests/instructions/ASL-pseudo-arch/pseudo-conf.cfg       | Properties      |          1 |          0 |          1 |          2 |
| /Users/imogen/Desktop/herdtools7/herd/tests/instructions/C/c.cfg                               | Properties      |          3 |          0 |          1 |          4 |
| /Users/imogen/Desktop/herdtools7/herd/top_herd.ml                                              | OCaml           |        433 |         49 |         43 |        525 |
| /Users/imogen/Desktop/herdtools7/herd/valconstraint.ml                                         | OCaml           |        301 |         62 |         82 |        445 |
| /Users/imogen/Desktop/herdtools7/herd/variant.ml                                               | OCaml           |        196 |         47 |          9 |        252 |
| /Users/imogen/Desktop/herdtools7/herd/variant.mli                                              | OCaml Interface |         55 |         49 |          6 |        110 |
| /Users/imogen/Desktop/herdtools7/herd/view.ml                                                  | OCaml           |         11 |         15 |          5 |         31 |
| /Users/imogen/Desktop/herdtools7/herd/view.mli                                                 | OCaml Interface |          4 |         16 |          4 |         24 |
| /Users/imogen/Desktop/herdtools7/herdtools7.opam                                               | opam            |         29 |          2 |          1 |         32 |
| /Users/imogen/Desktop/herdtools7/index.mld                                                     | OCamldoc        |          4 |          0 |          4 |          8 |
| /Users/imogen/Desktop/herdtools7/internal/herd_catalogue_regression_test.ml                    | OCaml           |        198 |         22 |         37 |        257 |
| /Users/imogen/Desktop/herdtools7/internal/herd_diycross_regression_test.ml                     | OCaml           |        203 |         27 |         34 |        264 |
| /Users/imogen/Desktop/herdtools7/internal/herd_redirect.ml                                     | OCaml           |         27 |         16 |         11 |         54 |
| /Users/imogen/Desktop/herdtools7/internal/herd_regression_test.ml                              | OCaml           |        170 |         26 |         32 |        228 |
| /Users/imogen/Desktop/herdtools7/internal/lib/args.ml                                          | OCaml           |         27 |         19 |         12 |         58 |
| /Users/imogen/Desktop/herdtools7/internal/lib/args.mli                                         | OCaml Interface |          6 |         30 |         13 |         49 |
| /Users/imogen/Desktop/herdtools7/internal/lib/base.ml                                          | OCaml           |         79 |         17 |         21 |        117 |
| /Users/imogen/Desktop/herdtools7/internal/lib/base.mli                                         | OCaml Interface |         28 |         49 |         21 |         98 |
| /Users/imogen/Desktop/herdtools7/internal/lib/channel.ml                                       | OCaml           |         19 |         18 |         10 |         47 |
| /Users/imogen/Desktop/herdtools7/internal/lib/channel.mli                                      | OCaml Interface |          5 |         27 |         10 |         42 |
| /Users/imogen/Desktop/herdtools7/internal/lib/command.ml                                       | OCaml           |        172 |         32 |         29 |        233 |
| /Users/imogen/Desktop/herdtools7/internal/lib/command.mli                                      | OCaml Interface |         26 |         38 |         13 |         77 |
| /Users/imogen/Desktop/herdtools7/internal/lib/compare.ml                                       | OCaml           |          4 |         16 |          3 |         23 |
| /Users/imogen/Desktop/herdtools7/internal/lib/compare.mli                                      | OCaml Interface |          1 |         18 |          3 |         22 |
| /Users/imogen/Desktop/herdtools7/internal/lib/filesystem.ml                                    | OCaml           |         32 |         16 |          6 |         54 |
| /Users/imogen/Desktop/herdtools7/internal/lib/filesystem.mli                                   | OCaml Interface |          4 |         24 |          6 |         34 |
| /Users/imogen/Desktop/herdtools7/internal/lib/kinds.ml                                         | OCaml           |         57 |         16 |         11 |         84 |
| /Users/imogen/Desktop/herdtools7/internal/lib/kinds.mli                                        | OCaml Interface |          9 |         22 |          8 |         39 |
| /Users/imogen/Desktop/herdtools7/internal/lib/log.ml                                           | OCaml           |         45 |         16 |         10 |         71 |
| /Users/imogen/Desktop/herdtools7/internal/lib/log.mli                                          | OCaml Interface |          7 |         16 |          6 |         29 |
| /Users/imogen/Desktop/herdtools7/internal/lib/ocamlString.ml                                   | OCaml           |          6 |         16 |          3 |         25 |
| /Users/imogen/Desktop/herdtools7/internal/lib/ocamlString.mli                                  | OCaml Interface |          1 |         18 |          3 |         22 |
| /Users/imogen/Desktop/herdtools7/internal/lib/sexp.ml                                          | OCaml           |        121 |         23 |         22 |        166 |
| /Users/imogen/Desktop/herdtools7/internal/lib/sexp.mli                                         | OCaml Interface |          7 |         20 |          7 |         34 |
| /Users/imogen/Desktop/herdtools7/internal/lib/shelf.ml                                         | OCaml           |        103 |         18 |         16 |        137 |
| /Users/imogen/Desktop/herdtools7/internal/lib/shelf.mli                                        | OCaml Interface |         12 |         22 |          8 |         42 |
| /Users/imogen/Desktop/herdtools7/internal/lib/test.ml                                          | OCaml           |         39 |         18 |         18 |         75 |
| /Users/imogen/Desktop/herdtools7/internal/lib/test.mli                                         | OCaml Interface |          9 |         36 |         15 |         60 |
| /Users/imogen/Desktop/herdtools7/internal/lib/testHerd.ml                                      | OCaml           |        183 |         18 |         29 |        230 |
| /Users/imogen/Desktop/herdtools7/internal/lib/testHerd.mli                                     | OCaml Interface |         54 |         60 |         22 |        136 |
| /Users/imogen/Desktop/herdtools7/internal/lib/tests/base_test.ml                               | OCaml           |        100 |         16 |         19 |        135 |
| /Users/imogen/Desktop/herdtools7/internal/lib/tests/channel_test.ml                            | OCaml           |         28 |         16 |         12 |         56 |
| /Users/imogen/Desktop/herdtools7/internal/lib/tests/command_test.ml                            | OCaml           |        103 |         21 |         19 |        143 |
| /Users/imogen/Desktop/herdtools7/internal/lib/tests/compare_test.ml                            | OCaml           |         19 |         16 |          5 |         40 |
| /Users/imogen/Desktop/herdtools7/internal/lib/tests/filesystem_test.ml                         | OCaml           |         73 |         20 |         19 |        112 |
| /Users/imogen/Desktop/herdtools7/internal/lib/tests/log_test.ml                                | OCaml           |         66 |         16 |          9 |         91 |
| /Users/imogen/Desktop/herdtools7/internal/lib/tests/ocamlString_test.ml                        | OCaml           |         20 |         16 |          5 |         41 |
| /Users/imogen/Desktop/herdtools7/internal/lib/tests/sexp_test.ml                               | OCaml           |         54 |         15 |         11 |         80 |
| /Users/imogen/Desktop/herdtools7/internal/lib/tests/shelf_test.ml                              | OCaml           |        125 |         16 |         23 |        164 |
| /Users/imogen/Desktop/herdtools7/internal/lib/tests/test_test.ml                               | OCaml           |         67 |         16 |         12 |         95 |
| /Users/imogen/Desktop/herdtools7/internal/lint_shelves.ml                                      | OCaml           |         53 |         16 |         13 |         82 |
| /Users/imogen/Desktop/herdtools7/jingle/AArch64Arch_jingle.ml                                  | OCaml           |        452 |         16 |         22 |        490 |
| /Users/imogen/Desktop/herdtools7/jingle/ARMArch_jingle.ml                                      | OCaml           |        287 |         15 |          7 |        309 |
| /Users/imogen/Desktop/herdtools7/jingle/BellArch_jingle.ml                                     | OCaml           |        127 |         15 |         25 |        167 |
| /Users/imogen/Desktop/herdtools7/jingle/CArch_jingle.ml                                        | OCaml           |        211 |         16 |         15 |        242 |
| /Users/imogen/Desktop/herdtools7/jingle/PPCArch_jingle.ml                                      | OCaml           |        260 |         15 |         22 |        297 |
| /Users/imogen/Desktop/herdtools7/jingle/RISCVArch_jingle.ml                                    | OCaml           |        101 |         15 |          9 |        125 |
| /Users/imogen/Desktop/herdtools7/jingle/arch.ml                                                | OCaml           |        319 |         17 |         79 |        415 |
| /Users/imogen/Desktop/herdtools7/jingle/cDumper.ml                                             | OCaml           |        146 |         23 |         23 |        192 |
| /Users/imogen/Desktop/herdtools7/jingle/callMap.mll                                            | OCamllex        |         42 |         14 |          8 |         64 |
| /Users/imogen/Desktop/herdtools7/jingle/gen_theme.ml                                           | OCaml           |        122 |         15 |         19 |        156 |
| /Users/imogen/Desktop/herdtools7/jingle/jingle.ml                                              | OCaml           |        213 |         16 |         29 |        258 |
| /Users/imogen/Desktop/herdtools7/jingle/mapping.ml                                             | OCaml           |        272 |         15 |         35 |        322 |
| /Users/imogen/Desktop/herdtools7/jingle/parseMap.mll                                           | OCamllex        |         58 |         15 |          9 |         82 |
| /Users/imogen/Desktop/herdtools7/lib/AArch64ASLValue.ml                                        | OCaml           |         17 |         15 |          3 |         35 |
| /Users/imogen/Desktop/herdtools7/lib/AArch64Base.ml                                            | OCaml           |      2,144 |         98 |        259 |      2,501 |
| /Users/imogen/Desktop/herdtools7/lib/AArch64Instr.ml                                           | OCaml           |         20 |         15 |          5 |         40 |
| /Users/imogen/Desktop/herdtools7/lib/AArch64Lexer.mli                                          | OCaml Interface |          7 |         16 |          4 |         27 |
| /Users/imogen/Desktop/herdtools7/lib/AArch64Lexer.mll                                          | OCamllex        |        452 |        109 |          6 |        567 |
| /Users/imogen/Desktop/herdtools7/lib/AArch64Op.ml                                              | OCaml           |        155 |         15 |         31 |        201 |
| /Users/imogen/Desktop/herdtools7/lib/AArch64Parser.mly                                         | Menhir          |      1,191 |         51 |         71 |      1,313 |
| /Users/imogen/Desktop/herdtools7/lib/AArch64PteVal.ml                                          | OCaml           |        157 |         36 |         37 |        230 |
| /Users/imogen/Desktop/herdtools7/lib/AArch64PteVal.mli                                         | OCaml Interface |         39 |         22 |         13 |         74 |
| /Users/imogen/Desktop/herdtools7/lib/AArch64Value.ml                                           | OCaml           |         10 |         15 |          2 |         27 |
| /Users/imogen/Desktop/herdtools7/lib/ARMBase.ml                                                | OCaml           |        560 |         35 |         90 |        685 |
| /Users/imogen/Desktop/herdtools7/lib/ARMLexer.mli                                              | OCaml Interface |          4 |         16 |          3 |         23 |
| /Users/imogen/Desktop/herdtools7/lib/ARMLexer.mll                                              | OCamllex        |         76 |         48 |          4 |        128 |
| /Users/imogen/Desktop/herdtools7/lib/ARMParser.mly                                             | Menhir          |        230 |          5 |         20 |        255 |
| /Users/imogen/Desktop/herdtools7/lib/ASLBase.ml                                                | OCaml           |        122 |         51 |         33 |        206 |
| /Users/imogen/Desktop/herdtools7/lib/ASLOp.ml                                                  | OCaml           |        143 |         33 |         15 |        191 |
| /Users/imogen/Desktop/herdtools7/lib/ASLScalar.ml                                              | OCaml           |        205 |         38 |         46 |        289 |
| /Users/imogen/Desktop/herdtools7/lib/ASLValue.ml                                               | OCaml           |          6 |         32 |          2 |         40 |
| /Users/imogen/Desktop/herdtools7/lib/AST.mli                                                   | OCaml Interface |         76 |         19 |         23 |        118 |
| /Users/imogen/Desktop/herdtools7/lib/ASTUtils.ml                                               | OCaml           |         68 |         16 |         13 |         97 |
| /Users/imogen/Desktop/herdtools7/lib/ASTUtils.mli                                              | OCaml Interface |          1 |         15 |          3 |         19 |
| /Users/imogen/Desktop/herdtools7/lib/Archs.ml                                                  | OCaml           |         97 |         18 |         17 |        132 |
| /Users/imogen/Desktop/herdtools7/lib/Archs.mli                                                 | OCaml Interface |         41 |         20 |         15 |         76 |
| /Users/imogen/Desktop/herdtools7/lib/BellBase.ml                                               | OCaml           |        311 |         31 |         81 |        423 |
| /Users/imogen/Desktop/herdtools7/lib/BellCheck.ml                                              | OCaml           |        217 |         26 |         28 |        271 |
| /Users/imogen/Desktop/herdtools7/lib/BellCheck.mli                                             | OCaml Interface |         13 |         16 |          3 |         32 |
| /Users/imogen/Desktop/herdtools7/lib/BellExtraRules.mly                                        | Menhir          |         53 |          0 |          9 |         62 |
| /Users/imogen/Desktop/herdtools7/lib/BellInfo.ml                                               | OCaml           |         75 |         19 |         22 |        116 |
| /Users/imogen/Desktop/herdtools7/lib/BellInfo.mli                                              | OCaml Interface |         23 |         57 |         14 |         94 |
| /Users/imogen/Desktop/herdtools7/lib/BellInterpreter.ml                                        | OCaml           |         90 |         26 |         17 |        133 |
| /Users/imogen/Desktop/herdtools7/lib/BellLexer.mli                                             | OCaml Interface |          3 |         16 |          3 |         22 |
| /Users/imogen/Desktop/herdtools7/lib/BellLexer.mll                                             | OCamllex        |         16 |         70 |          5 |         91 |
| /Users/imogen/Desktop/herdtools7/lib/BellModel.ml                                              | OCaml           |        113 |         22 |         43 |        178 |
| /Users/imogen/Desktop/herdtools7/lib/BellModel.mli                                             | OCaml Interface |         38 |         26 |         15 |         79 |
| /Users/imogen/Desktop/herdtools7/lib/BellName.ml                                               | OCaml           |         27 |         18 |          8 |         53 |
| /Users/imogen/Desktop/herdtools7/lib/BellName.mli                                              | OCaml Interface |         20 |         20 |          8 |         48 |
| /Users/imogen/Desktop/herdtools7/lib/CAst.mli                                                  | OCaml Interface |          9 |         15 |          4 |         28 |
| /Users/imogen/Desktop/herdtools7/lib/CAstUtils.ml                                              | OCaml           |         15 |         22 |          4 |         41 |
| /Users/imogen/Desktop/herdtools7/lib/CAstUtils.mli                                             | OCaml Interface |          1 |         15 |          2 |         18 |
| /Users/imogen/Desktop/herdtools7/lib/CBase.ml                                                  | OCaml           |        391 |         17 |         52 |        460 |
| /Users/imogen/Desktop/herdtools7/lib/CGenParser_lib.ml                                         | OCaml           |        179 |         44 |         24 |        247 |
| /Users/imogen/Desktop/herdtools7/lib/CLexer.mli                                                | OCaml Interface |          3 |         15 |          2 |         20 |
| /Users/imogen/Desktop/herdtools7/lib/CLexer.mll                                                | OCamllex        |        153 |         21 |         11 |        185 |
| /Users/imogen/Desktop/herdtools7/lib/CParser.mly                                               | Menhir          |        291 |          4 |         55 |        350 |
| /Users/imogen/Desktop/herdtools7/lib/CTestHash.ml                                              | OCaml           |         31 |         20 |         17 |         68 |
| /Users/imogen/Desktop/herdtools7/lib/CTestHash.mli                                             | OCaml Interface |          9 |         18 |          5 |         32 |
| /Users/imogen/Desktop/herdtools7/lib/CType.ml                                                  | OCaml           |        158 |         17 |         27 |        202 |
| /Users/imogen/Desktop/herdtools7/lib/CType.mli                                                 | OCaml Interface |         35 |         23 |         15 |         73 |
| /Users/imogen/Desktop/herdtools7/lib/CapabilityValue.ml                                        | OCaml           |         12 |         15 |          2 |         29 |
| /Users/imogen/Desktop/herdtools7/lib/IntMap.ml                                                 | OCaml           |          1 |         15 |          2 |         18 |
| /Users/imogen/Desktop/herdtools7/lib/IntMap.mli                                                | OCaml Interface |          1 |         16 |          3 |         20 |
| /Users/imogen/Desktop/herdtools7/lib/IntSet.ml                                                 | OCaml           |          1 |         15 |          2 |         18 |
| /Users/imogen/Desktop/herdtools7/lib/IntSet.mli                                                | OCaml Interface |          1 |         16 |          3 |         20 |
| /Users/imogen/Desktop/herdtools7/lib/JavaAst.ml                                                | OCaml           |          4 |         15 |          1 |         20 |
| /Users/imogen/Desktop/herdtools7/lib/JavaBase.ml                                               | OCaml           |        167 |         19 |         36 |        222 |
| /Users/imogen/Desktop/herdtools7/lib/JavaGenParser_lib.ml                                      | OCaml           |        157 |         36 |         48 |        241 |
| /Users/imogen/Desktop/herdtools7/lib/JavaLexer.mli                                             | OCaml Interface |          3 |         15 |          1 |         19 |
| /Users/imogen/Desktop/herdtools7/lib/JavaLexer.mll                                             | OCamllex        |         95 |         46 |         12 |        153 |
| /Users/imogen/Desktop/herdtools7/lib/JavaParser.mly                                            | Menhir          |        126 |          0 |         20 |        146 |
| /Users/imogen/Desktop/herdtools7/lib/LISAParser.mly                                            | Menhir          |        124 |          1 |         39 |        164 |
| /Users/imogen/Desktop/herdtools7/lib/MIPSBase.ml                                               | OCaml           |        307 |         31 |         63 |        401 |
| /Users/imogen/Desktop/herdtools7/lib/MIPSLexer.mli                                             | OCaml Interface |          3 |         16 |          3 |         22 |
| /Users/imogen/Desktop/herdtools7/lib/MIPSLexer.mll                                             | OCamllex        |         49 |         56 |          5 |        110 |
| /Users/imogen/Desktop/herdtools7/lib/MIPSParser.mly                                            | Menhir          |        134 |         11 |         18 |        163 |
| /Users/imogen/Desktop/herdtools7/lib/MakeAArch64Base.ml                                        | OCaml           |         10 |         15 |          4 |         29 |
| /Users/imogen/Desktop/herdtools7/lib/PPCBase.ml                                                | OCaml           |        862 |         67 |        124 |      1,053 |
| /Users/imogen/Desktop/herdtools7/lib/PPCLexer.mli                                              | OCaml Interface |          3 |         16 |          3 |         22 |
| /Users/imogen/Desktop/herdtools7/lib/PPCLexer.mll                                              | OCamllex        |         16 |        138 |          2 |        156 |
| /Users/imogen/Desktop/herdtools7/lib/PPCParser.mly                                             | Menhir          |        271 |          1 |         23 |        295 |
| /Users/imogen/Desktop/herdtools7/lib/PPMode.mli                                                | OCaml Interface |          1 |         16 |          3 |         20 |
| /Users/imogen/Desktop/herdtools7/lib/RISCVBase.ml                                              | OCaml           |        376 |         28 |         89 |        493 |
| /Users/imogen/Desktop/herdtools7/lib/RISCVLexer.mli                                            | OCaml Interface |          3 |         16 |          3 |         22 |
| /Users/imogen/Desktop/herdtools7/lib/RISCVLexer.mll                                            | OCamllex        |        182 |         49 |         11 |        242 |
| /Users/imogen/Desktop/herdtools7/lib/RISCVParser.mly                                           | Menhir          |        128 |          2 |         20 |        150 |
| /Users/imogen/Desktop/herdtools7/lib/StringMap.ml                                              | OCaml           |          1 |         15 |          2 |         18 |
| /Users/imogen/Desktop/herdtools7/lib/StringMap.mli                                             | OCaml Interface |          1 |         16 |          3 |         20 |
| /Users/imogen/Desktop/herdtools7/lib/StringRel.ml                                              | OCaml           |          3 |         15 |          2 |         20 |
| /Users/imogen/Desktop/herdtools7/lib/StringRel.mli                                             | OCaml Interface |          1 |         15 |          2 |         18 |
| /Users/imogen/Desktop/herdtools7/lib/StringSet.ml                                              | OCaml           |          2 |         15 |          3 |         20 |
| /Users/imogen/Desktop/herdtools7/lib/StringSet.mli                                             | OCaml Interface |          2 |         16 |          4 |         22 |
| /Users/imogen/Desktop/herdtools7/lib/X86Base.ml                                                | OCaml           |        494 |         45 |        103 |        642 |
| /Users/imogen/Desktop/herdtools7/lib/X86Lexer.mli                                              | OCaml Interface |          3 |         16 |          3 |         22 |
| /Users/imogen/Desktop/herdtools7/lib/X86Lexer.mll                                              | OCamllex        |         16 |         73 |          2 |         91 |
| /Users/imogen/Desktop/herdtools7/lib/X86Parser.mly                                             | Menhir          |        119 |          1 |         20 |        140 |
| /Users/imogen/Desktop/herdtools7/lib/X86_64Base.ml                                             | OCaml           |        572 |         50 |        138 |        760 |
| /Users/imogen/Desktop/herdtools7/lib/X86_64Lexer.mli                                           | OCaml Interface |          4 |         16 |          3 |         23 |
| /Users/imogen/Desktop/herdtools7/lib/X86_64Lexer.mll                                           | OCamllex        |        109 |         53 |          4 |        166 |
| /Users/imogen/Desktop/herdtools7/lib/X86_64Parser.mly                                          | Menhir          |        260 |          1 |         33 |        294 |
| /Users/imogen/Desktop/herdtools7/lib/accessModes.ml                                            | OCaml           |          9 |          1 |          3 |         13 |
| /Users/imogen/Desktop/herdtools7/lib/archBase.mli                                              | OCaml Interface |         38 |         33 |         25 |         96 |
| /Users/imogen/Desktop/herdtools7/lib/archDump.mli                                              | OCaml Interface |         12 |         20 |         11 |         43 |
| /Users/imogen/Desktop/herdtools7/lib/archOp.ml                                                 | OCaml           |         79 |         23 |         22 |        124 |
| /Users/imogen/Desktop/herdtools7/lib/baseUint128.ml                                            | OCaml           |        213 |         21 |         33 |        267 |
| /Users/imogen/Desktop/herdtools7/lib/baseUint64.ml                                             | OCaml           |         52 |         18 |         18 |         88 |
| /Users/imogen/Desktop/herdtools7/lib/branchTarget.ml                                           | OCaml           |         18 |         16 |         11 |         45 |
| /Users/imogen/Desktop/herdtools7/lib/branchTarget.mli                                          | OCaml Interface |          6 |         16 |          6 |         28 |
| /Users/imogen/Desktop/herdtools7/lib/cacheType.mli                                             | OCaml Interface |          7 |         18 |          4 |         29 |
| /Users/imogen/Desktop/herdtools7/lib/cacheType.mll                                             | OCamllex        |         44 |         19 |          9 |         72 |
| /Users/imogen/Desktop/herdtools7/lib/capabilityScalar.ml                                       | OCaml           |         74 |         16 |         14 |        104 |
| /Users/imogen/Desktop/herdtools7/lib/checkName.ml                                              | OCaml           |         89 |         24 |         20 |        133 |
| /Users/imogen/Desktop/herdtools7/lib/checkName.mli                                             | OCaml Interface |         22 |         16 |          3 |         41 |
| /Users/imogen/Desktop/herdtools7/lib/constant.ml                                               | OCaml           |        357 |         21 |         64 |        442 |
| /Users/imogen/Desktop/herdtools7/lib/constant.mli                                              | OCaml Interface |        103 |         33 |         29 |        165 |
| /Users/imogen/Desktop/herdtools7/lib/constrGen.ml                                              | OCaml           |        198 |         52 |         44 |        294 |
